,merge,path,smell,entropy,setname,class,select,features,criticality,rate,comments,multi,coupling,changehistory,cohesion,size,complexity,production,testing,selected_cohesion,selected_coupling,selected_size,selected_complexity,selected_changehistory,selected_production,selected_testing
247,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.jdbc.results.AbstractResultSetTests_merged_84.txt,complex-class,2.151555118406313,all,org.apache.jena.jdbc.results.AbstractResultSetTests,True,"['CBO', 'C3', 'NIM_type', 'NOAM_type', 'RFC']",1,,"
I see that an external notes that the design of the class could be improved (there are too many methods that do too many things), but I use to develop on this class and refactoring may be done at some point. 
",False,1,0,0,0,0,0,0,1,1,1,1,0,0,0
248,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.jdbc.results.JenaResultSet_merged_85.txt,complex-class,1.9636072507266833,all,org.apache.jena.jdbc.results.JenaResultSet,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'Avg-commit-size']",1,,"
this is hard to understand… but I usually develop here.
",False,0,0,0,0,1,0,0,1,1,1,0,1,0,0
249,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.jdbc.statements.AbstractJenaStatementTests_merged_86.txt,complex-class,2.02904313050537,all,org.apache.jena.jdbc.statements.AbstractJenaStatementTests,True,"['CBO', 'C3', 'RFC', 'is_test', 'NOAM_type']",1,,"
i'll do some refactoring, this is actually a bit too complex. 
",False,0,0,0,0,1,0,0,1,1,1,0,0,0,1
250,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.ontology.impl.OntModelImpl_merged_87.txt,complex-class,1.8074698922504622,all,org.apache.jena.ontology.impl.OntModelImpl,True,"['CBO', 'RFC', 'C3', 'NOAM_type', 'NIM_type']",1,,"
thanks… there are a number of loops that can be simplified.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
251,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.ontology.impl.OntResourceImpl_merged_88.txt,complex-class,1.9901598148893371,all,org.apache.jena.ontology.impl.OntResourceImpl,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'NIM_type']",1,,"
this is a case of wrong design that led to high complexity
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
252,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.ontology.OntModel_merged_89.txt,complex-class,2.2427104724546054,all,org.apache.jena.ontology.OntModel,True,"['CBO', 'C3', 'NIM_type', 'RFC', 'WOC_type']",1,,"
the model is hard to modify, it should be redesigned.
",False,0,1,0,0,0,0,0,1,1,1,1,0,0,0
253,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.ontology.OntResource_merged_90.txt,complex-class,2.1350343426050435,all,org.apache.jena.ontology.OntResource,True,"['CBO', 'C3', 'RFC', 'NIM_type', 'TCC_type']",1,,"
simplifying it would be good for making newcomers more able to work on it.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
254,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.permissions.model.impl.SecuredModelImpl_merged_91.txt,complex-class,2.0317195728490907,all,org.apache.jena.permissions.model.impl.SecuredModelImpl,True,"['CBO', 'C3', 'RFC', 'TCC_type', 'NOCS_package']",1,,"
the model could for sure be simplified, I'll consider it.
",False,0,0,0,0,1,0,0,1,1,1,0,0,0,0
255,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.permissions.model.SecuredModel_merged_92.txt,complex-class,2.1491768197901218,all,org.apache.jena.permissions.model.SecuredModel,True,"['CBO', 'C3', 'RFC', 'NIM_type', 'number_private_visibility_attributes']",1,,"
the model could for sure be simplified, I'll consider it.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
256,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.permissions.model.SecuredModelTest_merged_93.txt,complex-class,2.070827221690024,all,org.apache.jena.permissions.model.SecuredModelTest,True,"['CBO', 'num_static_not_final_attributes', 'C3', 'RFC', 'is_test']",1,,"
the problem here is that the test is complex because of the class tested. 
",False,0,0,0,0,1,0,1,1,1,1,0,0,0,1
257,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.query.ParameterizedSparqlString_merged_94.txt,complex-class,2.199035158606241,all,org.apache.jena.query.ParameterizedSparqlString,True,"['CBO', 'WOC_type', 'NOAM_type', 'NIM_type', 'RFC']",1,,"
the number of parameters of the class is high, this makes the class poorly understandable. However, it is used by several classes and may be risky to refactor it.
",False,0,0,0,0,1,0,0,0,1,1,1,0,0,0
258,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.query.Query_merged_95.txt,complex-class,2.1017901507256433,all,org.apache.jena.query.Query,True,"['CBO', 'C3', 'RFC', 'NIM_type', 'TCC_type']",1,,"
this is legacy code that is complex to read but also to refactor.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
259,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.rdf.model.impl.ModelCom_merged_96.txt,complex-class,2.1179486954200146,all,org.apache.jena.rdf.model.impl.ModelCom,True,"['CBO', 'C3', 'NIM_type', 'RFC', 'number_private_visibility_attributes']",1,,"
the components are slightly hard to understand.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
260,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.rdf.model.Model_merged_97.txt,complex-class,2.1816959281051815,all,org.apache.jena.rdf.model.Model,True,"['CBO', 'RFC', 'C3', 'NOAM_type', 'number_private_visibility_attributes']",1,,"
too many methods implemented, where each of them uses too many parameters.
",False,0,0,0,1,0,0,0,1,1,1,0,0,0,0
261,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.rdfxml.xmloutput.impl.Unparser_merged_98.txt,complex-class,2.2259155352514477,all,org.apache.jena.rdfxml.xmloutput.impl.Unparser,True,"['CBO', 'C3', 'NOAM_type', 'NIM_type', 'RFC']",1,,"
this is a complex activity that requires some more methods.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
262,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.sparql.expr.NodeValue_merged_101.txt,complex-class,2.0433418247316455,all,org.apache.jena.sparql.expr.NodeValue,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'NIM_type']",1,,"
> thanks for reaching me out. I'll take a look, the class seems too complex.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
263,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.sparql.expr.nodevalue.XSDFuncOp_merged_102.txt,complex-class,2.150834636661221,all,org.apache.jena.sparql.expr.nodevalue.XSDFuncOp,True,"['CBO', 'C3', 'RFC', 'TCC_type', 'NIM_type']",1,,"
the class is not easily understandable for newcomers. 
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
264,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.sparql.expr.TestFunctions_merged_104.txt,complex-class,2.1786511503418127,all,org.apache.jena.sparql.expr.TestFunctions,True,"['CBO', 'C3', 'RFC', 'is_test', 'NOAM_type']",1,,"
it tests functions, it may be improved but not now.
",False,0,0,0,0,0,0,1,1,1,1,0,0,0,1
265,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.sparql.expr.TestFunctions2_merged_105.txt,complex-class,2.156031646714571,all,org.apache.jena.sparql.expr.TestFunctions2,True,"['CBO', 'C3', 'NIM_type', 'WOC_type', 'RFC']",1,,"
it tests functions, it may be improved but not now.
",False,0,0,0,0,0,0,1,1,1,1,1,0,0,0
266,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.sparql.lang.arq.ARQParser_merged_106.txt,complex-class,2.2459366175631583,all,org.apache.jena.sparql.lang.arq.ARQParser,True,"['C3', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",1,,"
the parser is naturally complex, it may be improved but still… 
",False,0,0,0,0,1,1,0,1,1,1,1,0,0,0
267,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.sparql.lang.sparql_10.SPARQLParser10_merged_107.txt,complex-class,2.073456977442366,all,org.apache.jena.sparql.lang.sparql_10.SPARQLParser10,True,"['CBO', 'C3', 'RFC', 'WOC_type', 'number_private_visibility_attributes']",1,,"
this is a intrinsically complex class.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
268,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.sparql.lang.sparql_11.SPARQLParser11_merged_108.txt,complex-class,2.2045936820866006,all,org.apache.jena.sparql.lang.sparql_11.SPARQLParser11,True,"['CBO', 'C3', 'RFC', 'WOC_type', 'NOAM_type']",1,,"
this is a intrinsically complex class.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
269,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.jena.sparql.sse.builders.BuilderExpr_merged_109.txt,complex-class,2.190851360254152,all,org.apache.jena.sparql.sse.builders.BuilderExpr,True,"['CBO', 'C3', 'RFC', 'WOC_type', 'NOAM_type']",1,,"
the way the expressions are constructed could be improved for readability.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
270,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.lucene.codecs.lucene50.Lucene50DocValuesProducer_merged_110.txt,complex-class,1.1157584656186792,all,org.apache.lucene.codecs.lucene50.Lucene50DocValuesProducer,True,"['CBO', 'C3', 'RFC', 'WOC_type', 'TCC_type']",2,,"
the class is poorly cohesive and almost unreadable. 
",False,0,0,1,0,0,0,0,1,1,1,1,0,0,0
271,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.lucene.index.BaseDocValuesFormatTestCase_merged_111.txt,complex-class,1.446998912504939,all,org.apache.lucene.index.BaseDocValuesFormatTestCase,True,"['CBO', 'C3', 'WOC_type', 'NOAM_type', 'is_test']",2,,"
tests are important. So, it needs to be properly refactored, now it is a collection of things.
",False,0,0,0,0,0,0,1,1,1,1,1,0,0,1
272,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.lucene.index.IndexWriter_merged_112.txt,complex-class,2.1118321281000543,all,org.apache.lucene.index.IndexWriter,False,"['C3', 'NIM_type', 'CBO', 'RFC', 'WOC_type']",2,,"
the index should be restructured, as is it is too complex.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
273,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.lucene.index.TestIndexWriter_merged_113.txt,complex-class,1.1411380632268255,all,org.apache.lucene.index.TestIndexWriter,True,"['CBO', 'RFC', 'C3', 'is_test', 'WOC_type']",2,,"
tests are important and especially this class has a key role in Lucene. So, it needs to be properly refactored, now it is a collection of things.
",False,0,0,0,0,0,0,1,1,1,1,1,0,0,1
274,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.lucene.index.TestIndexWriterExceptions_merged_114.txt,complex-class,1.0264912741753622,all,org.apache.lucene.index.TestIndexWriterExceptions,True,"['CBO', 'NOAM_type', 'RFC', 'WOC_type', 'is_test']",2,,"
tests are important. So, it needs to be properly refactored, now it is a collection of things.
",False,0,0,0,0,0,0,1,0,1,1,1,0,0,1
275,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.lucene.search.highlight.HighlighterTest_merged_115.txt,complex-class,1.387106764296851,all,org.apache.lucene.search.highlight.HighlighterTest,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'WOC_type']",2,,"
this is another example of wrongly designed test that is too complex to be modified.
",False,0,1,0,0,1,0,1,1,1,1,1,0,0,0
276,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.lucene.util.LuceneTestCase_merged_116.txt,complex-class,1.0031869544056304,all,org.apache.lucene.util.LuceneTestCase,True,"['CBO', 'C3', 'is_test', 'NOAM_type', 'RFC']",2,,"
this is another example of wrongly designed test that is too complex to be modified.
",False,0,1,0,0,1,0,1,1,1,1,0,0,0,1
277,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.lucene.util.TestUtil_merged_117.txt,complex-class,1.0222848920672154,all,org.apache.lucene.util.TestUtil,True,"['CBO', 'C3', 'RFC', 'is_test', 'TCC_type']",2,,"
this is another example of wrongly designed test that is too complex to be modified.
",False,0,1,0,0,1,0,1,1,1,1,0,0,0,1
278,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.mahout.math.Sorting_merged_119.txt,complex-class,1.9654067661836723,all,org.apache.mahout.math.Sorting,False,"['CBO', 'RFC', 'Avg-commit-size', 'WOC_type', 'NOAM_type']",2,,"
this is long and hard to understand, there may be some refactoring ongoing. 
",False,0,0,0,1,1,0,0,0,1,1,1,1,0,0
279,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.BaseDistributedSearchTestCase_merged_120.txt,complex-class,2.222519926959679,all,org.apache.solr.BaseDistributedSearchTestCase,False,"['CBO', 'C3', 'RFC', 'NOAM_type', 'WOC_type']",2,,"
too many conditions changed over time and some dead code: these made the class complex and hard to maintain.
",False,0,1,0,0,1,0,0,1,1,1,1,0,0,0
280,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.client.solrj.SolrClient_merged_121.txt,complex-class,1.3587830596776962,all,org.apache.solr.client.solrj.SolrClient,True,"['CBO', 'C3', 'RFC', 'WOC_type', 'NOAM_type']",2,,"
as this is a core class, it should be less complex than it is currently.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
281,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.client.solrj.SolrQuery_merged_122.txt,complex-class,1.3929095693147489,all,org.apache.solr.client.solrj.SolrQuery,True,"['CBO', 'C3', 'RFC', 'NOC_type', 'NOAM_type']",2,,"
as this is a core class, it should be less complex than it is currently.
",False,0,0,0,0,1,0,0,1,1,1,0,0,0,0
282,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.cloud.AbstractFullDistribZkTestBase_merged_123.txt,complex-class,1.1651669666318614,all,org.apache.solr.cloud.AbstractFullDistribZkTestBase,True,"['CBO', 'C3', 'RFC', 'NOCS_package', 'NOAM_type']",2,,"
this is another example of wrongly designed test that is too complex to be modified.
",False,0,1,0,0,1,0,1,1,1,1,0,0,0,0
283,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.cloud.OverseerCollectionMessageHandler_merged_124.txt,complex-class,1.274564287207586,all,org.apache.solr.cloud.OverseerCollectionMessageHandler,True,"['CBO', 'NIM_type', 'RFC', 'WOC_type', 'TCC_type']",2,,"
this class was modified recently, that's why it became complex. We plan to do something. 
",False,0,1,0,0,1,0,0,1,1,1,1,0,0,0
284,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.cloud.ZkController_merged_125.txt,complex-class,0.9984532750481655,all,org.apache.solr.cloud.ZkController,True,"['CBO', 'NIM_type', 'NOAM_type', 'C3', 'number_private_visibility_attributes']",2,,"
the class does too many things and would require some action. 
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
285,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.common.util.JavaBinCodec_merged_126.txt,complex-class,2.2582368505244728,all,org.apache.solr.common.util.JavaBinCodec,False,"['C3', 'CBO', 'RFC', 'NOAM_type', 'WOC_type']",2,,"
yes, we are aware of the poor design and complexity of this class. 
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
286,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.core.SolrCore_merged_127.txt,complex-class,1.3658874399333782,all,org.apache.solr.core.SolrCore,True,"['CBO', 'C3', 'RFC', 'NOI_package', 'WOC_type']",2,,"
as this is a core class, it should be less complex than it is currently.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
287,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.schema.FieldType_merged_128.txt,complex-class,0.9618017476307956,all,org.apache.solr.schema.FieldType,True,"['CBO', 'NOAM_type', 'RFC', 'WOC_type', 'is_controller']",2,,"
this class should be carefully refactored in terms of complexity.
",False,0,0,0,0,1,0,0,0,1,1,1,0,1,0
288,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.schema.IndexSchema_merged_129.txt,complex-class,1.8413454915722014,all,org.apache.solr.schema.IndexSchema,True,"['CBO', 'C3', 'number_final_not_static_methods', 'NOCS_package', 'RFC']",2,,"
this is hardly understandable, it should be refactored. 
",False,0,0,0,0,1,0,0,1,1,1,0,0,0,0
289,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.search.SolrIndexSearcher_merged_130.txt,complex-class,1.5482794368252333,all,org.apache.solr.search.SolrIndexSearcher,True,"['CBO', 'C3', 'TCC_type', 'NIM_type', 'WOC_type']",2,,"
as this is a core class, it should be less complex than it is currently.
",False,0,0,0,0,1,0,0,1,1,0,1,0,0,0
290,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.search.ValueSourceParser_merged_131.txt,complex-class,1.4755402074035668,all,org.apache.solr.search.ValueSourceParser,True,"['CBO', 'C3', 'NOAM_type', 'WOC_type', 'NIM_type']",2,,"
as this is a core class, it should be less complex than it is currently.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
291,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.apache.solr.SolrTestCaseJ4_merged_132.txt,complex-class,1.3612446325387706,all,org.apache.solr.SolrTestCaseJ4,True,"['CBO', 'C3', 'Avg-commit-size', 'RFC', 'is_test']",2,,"
the test is overly complicated and not easy to understand.
",False,0,0,0,0,1,0,1,1,1,1,0,1,0,1
292,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.CCorePlugin_merged_133.txt,complex-class,2.2154680954489283,all,org.eclipse.cdt.core.CCorePlugin,True,"['CBO', 'C3', 'NOAM_type', 'RFC', 'number_private_visibility_attributes']",1,,"
It is complex to read, but not that hard to modify.
",False,0,1,0,0,1,0,0,1,1,1,0,0,0,0
293,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.dom.lrparser.action.BuildASTParserAction_merged_134.txt,complex-class,2.1167953381899163,all,org.eclipse.cdt.core.dom.lrparser.action.BuildASTParserAction,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'WOC_type']",1,,"
a bit too complex.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
294,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.dom.lrparser.action.cpp.CPPBuildASTParserAction_merged_135.txt,complex-class,2.1064352318824042,all,org.eclipse.cdt.core.dom.lrparser.action.cpp.CPPBuildASTParserAction,True,"['CBO', 'C3', 'WOC_type', 'NOCS_type', 'NOAM_type']",1,,"
this should be refactored at some point to reduce its complexity.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
295,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.internal.errorparsers.tests.ErrorParserFileMatchingTest_merged_137.txt,complex-class,2.1603663802188824,all,org.eclipse.cdt.core.internal.errorparsers.tests.ErrorParserFileMatchingTest,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'is_test']",1,,"
as a test, it needs to find defects and not necessarily needs to be readable. 
",False,0,0,0,0,1,0,1,1,1,1,0,0,0,1
296,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.model.CoreModel_merged_138.txt,complex-class,2.065663811138897,all,org.eclipse.cdt.core.model.CoreModel,True,"['CBO', 'C3', 'NOAM_type', 'RFC', 'Avg-commit-size']",1,,"
this is another class that may be simplified, even tough it is intrinsically complicated.
",False,0,0,0,0,1,0,0,1,1,1,0,1,0,0
297,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.parser.tests.ast2.AST2CPPSpecTest_merged_139.txt,complex-class,2.1491693670198613,all,org.eclipse.cdt.core.parser.tests.ast2.AST2CPPSpecTest,True,"['CBO', 'NIM_type', 'C3', 'NOAM_type', 'NOCS_package']",1,,"
the class is a test, it is pretty complex but works.
",False,0,0,0,0,1,0,1,1,1,1,1,0,0,0
298,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.parser.tests.ast2.AST2CPPTests_merged_140.txt,complex-class,2.1415438325208993,all,org.eclipse.cdt.core.parser.tests.ast2.AST2CPPTests,True,"['CBO', 'num_final_not_static_attributes', 'C3', 'RFC', 'LOC']",1,,"
the class is a test, it is pretty complex but works.
",False,0,0,0,0,1,0,1,1,1,1,0,0,0,0
299,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.parser.tests.ast2.AST2TemplateTests_merged_141.txt,complex-class,2.252407502117184,all,org.eclipse.cdt.core.parser.tests.ast2.AST2TemplateTests,True,"['CBO', 'RFC', 'TCC_type', 'WOC_type', 'NIM_type']",1,,"
the class is a test, it is pretty complex but works.
",False,0,0,0,0,1,0,1,1,1,1,1,0,0,0
300,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.parser.tests.ast2.AST2Tests_merged_142.txt,complex-class,2.1144159760936803,all,org.eclipse.cdt.core.parser.tests.ast2.AST2Tests,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'WOC_type']",1,,"
the class is a test, it is pretty complex but works.
",False,0,0,0,0,1,0,1,1,1,1,1,0,0,0
301,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.parser.tests.ast2.CompleteParser2Tests_merged_143.txt,complex-class,2.1470070460839312,all,org.eclipse.cdt.core.parser.tests.ast2.CompleteParser2Tests,True,"['CBO', 'C3', 'NOAM_type', 'is_test', 'number_constructor_NotDefaultConstructor_methods']",1,,"
the class is a test, it is pretty complex but works.
",False,0,0,0,0,1,0,1,1,1,1,0,0,0,1
302,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.parser.tests.ast2.QuickParser2Tests_merged_144.txt,complex-class,2.1884140169361,all,org.eclipse.cdt.core.parser.tests.ast2.QuickParser2Tests,True,"['RFC', 'CBO', 'C3', 'NIM_type', 'WOC_type']",1,,"
while the class can be hard to understand, I would not refactor it.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
303,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.parser.tests.scanner.PortedScannerTests_merged_145.txt,complex-class,2.1808448799414686,all,org.eclipse.cdt.core.parser.tests.scanner.PortedScannerTests,True,"['CBO', 'C3', 'RFC', 'number_private_visibility_attributes', 'NOAM_type']",1,,"
it scans elements to check the correct inner-working of the Scanner: it is a bit too complex, but we can live with that.
",False,0,0,0,0,1,1,0,1,1,1,0,0,0,0
304,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.settings.model.util.CDataUtil_merged_146.txt,complex-class,2.121965575684779,all,org.eclipse.cdt.core.settings.model.util.CDataUtil,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'number_private_visibility_attributes']",1,,"
""this is utility class, I would put its refactoring in the """"non-urgent"""" list""
",False,0,0,0,0,0,1,0,1,1,1,0,0,0,0
305,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.core.settings.model.util.PathEntryTranslator_merged_147.txt,complex-class,2.173507795533246,all,org.eclipse.cdt.core.settings.model.util.PathEntryTranslator,True,"['CBO', 'C3', 'WOC_type', 'RFC', 'NOAM_type']",1,,"
the path translator can be simplified, but the class doe not change so much so there is no really need to refactor.
",False,0,1,0,0,1,1,0,1,1,1,1,0,0,0
306,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.debug.core.CDebugUtils_merged_148.txt,complex-class,2.0807682486786585,all,org.eclipse.cdt.debug.core.CDebugUtils,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'number_constructor_NotDefaultConstructor_methods']",1,,"
I see this can be considered too complex.
",False,0,0,0,0,1,0,0,1,1,1,0,0,0,0
307,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.debug.core.CDebugUtils_merged_149.txt,complex-class,2.1395252351725498,all,org.eclipse.cdt.debug.core.CDebugUtils,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'WOC_type']",1,,"
This is a utility class, could be made less large.
",False,0,0,0,1,0,1,0,1,1,1,1,0,0,0
308,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.debug.core.CDIDebugModel_merged_150.txt,complex-class,2.115368826635042,all,org.eclipse.cdt.debug.core.CDIDebugModel,True,"['CBO', 'C3', 'NOAM_type', 'TCC_type', 'RFC']",1,,"
the class is inheritely complex and may be refactored. 
",False,0,0,0,0,1,0,0,1,1,1,0,0,0,0
309,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.debug.core.CDIDebugModel_merged_151.txt,complex-class,2.2525646344098798,all,org.eclipse.cdt.debug.core.CDIDebugModel,True,"['CBO', 'C3', 'WOC_type', 'RFC', 'TCC_type']",1,,"
the model could be simplified in some points.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
310,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.debug.core.executables.ExecutablesManager_merged_152.txt,complex-class,2.15673715414517,all,org.eclipse.cdt.debug.core.executables.ExecutablesManager,True,"['CBO', 'C3', 'is_procedural', 'RFC', 'WOC_type']",1,,"
poorly readable andquite  complex.
",False,0,0,0,0,1,0,0,1,1,1,1,0,1,0
311,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.debug.gdbjtag.ui.GDBJtagStartupTab_merged_153.txt,complex-class,2.0550635195194857,all,org.eclipse.cdt.debug.gdbjtag.ui.GDBJtagStartupTab,True,"['CBO', 'C3', 'RFC', 'NOAM_type', 'NOCS_package']",1,,"
I see that the class has some complexity.
",False,0,0,0,0,1,0,0,1,1,1,0,0,0,0
312,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.debug.internal.core.CBreakpointManager_merged_154.txt,complex-class,1.8558377940254613,all,org.eclipse.cdt.debug.internal.core.CBreakpointManager,True,"['CBO', 'RFC', 'C3', 'NOCS_package', 'NIM_type']",1,,"
the class is clearly complex and makes a lot of things. However, it changes not that often.
",False,0,1,0,0,1,0,0,1,1,1,1,0,0,0
313,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.debug.internal.core.CBreakpointManager_merged_155.txt,complex-class,2.2022587712635064,all,org.eclipse.cdt.debug.internal.core.CBreakpointManager,True,"['CBO', 'C3', 'NOAM_type', 'RFC', 'number_private_visibility_attributes']",1,,"
there are methods that can be simplified.
",False,0,0,0,0,1,0,0,1,1,1,0,0,0,0
314,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.debug.internal.core.model.CDebugTarget_merged_156.txt,complex-class,2.0434469988694026,all,org.eclipse.cdt.debug.internal.core.model.CDebugTarget,True,"['CBO', 'C3', 'RFC', 'NIM_type', 'NOCS_package']",1,,"
some methods could be residegned to avoid complexity.
",False,0,0,0,0,1,0,0,1,1,1,1,0,0,0
315,True,E:\reports\nasac\revised_nasac\report\complex-class\all\org.eclipse.cdt.debug.internal.core.model.CDebugTarget_merged_157.txt,complex-class,2.2067213736096,all,org.eclipse.cdt.debug.internal.core.model.CDebugTarget,True,"['CBO', 'C3', 'RFC', 'number_private_visibility_attributes', 'TCC_type']",1,,"
the class has been modified in the past and this made it complex… but now it is stable enough.
",True,0,0,0,0,1,0,0,1,1,1,0,0,0,0
